n_tokens_title,n_non_stop_words,n_non_stop_unique_tokens,average_token_length,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares,n_tokens_content,n_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,num_keywords
11.0,0.999999993976,0.578313249528,5.12195121951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333346329348,0.0339766484855,0.0333345368591,0.866020194465,0.0333339872554,0.263973063973,0.0228956228956,0.0162601626016,0.00813008130081,0.666666666667,0.333333333333,0.227272727273,0.136363636364,0.5,-0.283333333333,-0.4,-0.166666666667,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,1300,5.5093883366279774,0.4299091705181898,1.791759469228055,1.3862943611198906,2.5649493574615367,0.6931471805599453,1.9459101490553132
8.0,0.999999995169,0.671497581297,4.86031746032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0253283254693,0.025097030583,0.0250128660884,0.0252133666299,0.899348411229,0.625362811791,0.263531746032,0.0793650793651,0.00634920634921,0.925925925926,0.0740740740741,0.41,0.1,1.0,-0.171527777778,-0.1875,-0.155555555556,0.9,0.4,0.4,0.4,852,5.755742213586912,0.45708947229882585,3.1354942159291497,0.6931471805599453,2.4849066497880004,0.0,2.1972245773362196
13.0,0.999999993671,0.645569616167,4.48648648649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0333333631701,0.0333447073715,0.0333333453024,0.86665515765,0.0333334265063,0.578571428571,0.485714285714,0.030888030888,0.0,1.0,0.0,0.477083333333,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3300,5.560681631015528,0.44998071177461935,3.5263605246161616,1.9459101490553132,2.833213344056216,0.0,1.9459101490553132
10.0,0.999999997326,0.72192513176,4.87558320373,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0202929711442,0.0200022981827,0.696062016168,0.0200012979327,0.243641416572,0.398090277778,0.031925843254,0.0295489891135,0.0248833592535,0.542857142857,0.457142857143,0.332330827068,0.1,0.5,-0.276599702381,-0.8,-0.0714285714286,0.0,0.0,0.5,0.0,2100,6.467698726104354,0.42395969019131824,1.791759469228055,0.6931471805599453,1.6094379124341003,0.6931471805599453,2.3978952727983707
10.0,0.999999997921,0.723492721989,4.40636042403,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0400009182743,0.0404393069197,0.565981979515,0.0402556874964,0.313322107795,0.462508320533,0.179545570917,0.0447585394582,0.0106007067138,0.808510638298,0.191489361702,0.376203007519,0.1,1.0,-0.201543209877,-0.5,-0.0333333333333,1.0,-0.5,0.5,0.5,1300,6.745236349484363,0.40546510770749766,2.4849066497880004,0.6931471805599453,1.0986122886681098,1.791759469228055,1.791759469228055
11.0,0.999999996564,0.60824742059,4.16699801193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0285724990057,0.0285721163748,0.0285721477136,0.0285717130883,0.885711523818,0.349830117799,0.186125202922,0.0337972166998,0.00397614314115,0.894736842105,0.105263157895,0.397412146677,0.0625,0.7,-0.4,-0.6,-0.2,0.3,0.0,0.2,0.0,1600,6.222576268071369,0.38625427116536604,1.9459101490553132,1.791759469228055,2.1972245773362196,0.6931471805599453,2.0794415416798357
9.0,0.999999996564,0.673539516586,3.95070422535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.899303195508,0.0250062076724,0.0250304419885,0.0251089824393,0.0255511723914,0.458333333333,0.1125,0.0299295774648,0.00880281690141,0.772727272727,0.227272727273,0.453921568627,0.1,0.9,-0.313333333333,-0.6,-0.1,1.0,1.0,0.5,1.0,736,6.343880434126331,0.374464484930475,1.3862943611198906,0.6931471805599453,0.0,1.0986122886681098,2.1972245773362196
11.0,0.999999987952,0.59036143867,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222671690226,0.0222653374316,0.0222407528329,0.91096961646,0.0222571242532,0.694444444444,0.166666666667,0.0166666666667,0.0,1.0,0.0,0.35,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1500,4.795790545596741,0.46430560475435495,1.791759469228055,1.6094379124341003,2.0794415416798357,0.0,2.302585092994046
9.0,0.999999998092,0.683206105566,4.69409038239,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0252470179736,0.0250758147954,0.0250149863852,0.0251505838076,0.899511597038,0.492517006803,0.21898770872,0.0405561993048,0.00811123986095,0.833333333333,0.166666666667,0.431657390229,0.1,1.0,-0.29880952381,-0.5,-0.125,0.5,0.5,0.0,0.5,2400,6.761572768804055,0.4026801447037832,2.772588722239781,0.6931471805599453,2.302585092994046,0.0,2.1972245773362196
11.0,0.999999992,0.775999993792,4.66161616162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334344656973,0.866007300596,0.033357216112,0.0338426243394,0.0333583932551,0.467708333333,0.116927083333,0.0606060606061,0.020202020202,0.75,0.25,0.382638888889,0.166666666667,0.5,-0.380208333333,-0.7,-0.1875,0.55,-0.25,0.05,0.25,2000,5.293304824724492,0.5138513426533736,1.9459101490553132,1.791759469228055,0.0,0.6931471805599453,1.9459101490553132
14.0,0.999999996094,0.671874997375,4.65311004785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0333352171038,0.550408680942,0.0333345684183,0.349587320468,0.0333342130683,0.435587301587,0.131775613276,0.0502392344498,0.011961722488,0.807692307692,0.192307692308,0.330303030303,0.1,1.0,-0.412619047619,-1.0,-0.0714285714286,0.5,0.25,0.0,0.25,1300,6.037870919922137,0.4334557390854172,2.70805020110221,1.0986122886681098,0.6931471805599453,2.6390573296152584,1.9459101490553132
6.0,0.999999984375,0.890624986084,4.48305084746,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408181199132,0.0200107641859,0.305243034867,0.125705288769,0.140859713047,0.479166666667,0.195833333333,0.0423728813559,0.0,1.0,0.0,0.235,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1600,4.77912349311153,0.5483726926906645,1.6094379124341003,0.0,0.6931471805599453,0.6931471805599453,2.3978952727983707
10.0,0.999999996296,0.659259256818,4.7904040404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.025000695556,0.26661416142,0.0250003520482,0.658384420085,0.025000370891,0.475020614306,0.172784057378,0.040404040404,0.0252525252525,0.615384615385,0.384615384615,0.467045454545,0.1,1.0,-0.256507936508,-0.6,-0.05,0.0,0.0,0.5,0.0,1100,5.983936280687191,0.4541302791316754,2.5649493574615367,1.791759469228055,2.6390573296152584,0.0,2.1972245773362196
9.0,0.999999991453,0.77777777113,4.82010582011,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49384837225,0.0222509373593,0.0223025533072,0.0223059897227,0.439292147361,0.279967532468,0.142656926407,0.0687830687831,0.00529100529101,0.928571428571,0.0714285714286,0.25536963037,0.1,0.75,-0.166666666667,-0.166666666667,-0.166666666667,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,1200,5.247024072160486,0.49247648301840524,1.791759469228055,1.3862943611198906,0.6931471805599453,0.0,2.302585092994046
6.0,0.999999997992,0.670682729577,4.60628019324,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.910968096381,0.0222333221228,0.0222301192954,0.0222520604993,0.0223164017017,0.508094619302,0.157840929824,0.0628019323671,0.0205314009662,0.753623188406,0.246376811594,0.375885572761,0.0333333333333,1.0,-0.283169934641,-0.7,-0.05,0.0,0.0,0.5,0.0,2200,6.720220155135295,0.39808500040805295,3.1780538303479458,0.6931471805599453,0.6931471805599453,0.0,2.302585092994046
12.0,0.999999994709,0.698412694717,4.4014084507,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333361766563,0.563747355901,0.0333368837593,0.170625738778,0.198953844905,0.432348484848,0.181704545455,0.0387323943662,0.00352112676056,0.916666666667,0.0833333333333,0.339462809917,0.136363636364,0.7,-0.1,-0.1,-0.1,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,3200,5.652489180268651,0.47371420723977586,1.0986122886681098,1.0986122886681098,2.4849066497880004,0.0,1.9459101490553132
9.0,0.999999997245,0.4931129463,4.87084148728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0200786157845,0.0200066503125,0.0200005571958,0.662072233836,0.277841942871,0.714942528736,-0.112294745484,0.027397260274,0.0313111545988,0.466666666667,0.533333333333,0.487925170068,0.1,1.0,-0.55546875,-1.0,-0.0833333333333,0.0,0.0,0.5,0.0,2700,6.238324625039508,0.40225483168182613,3.970291913552122,1.0986122886681098,3.9512437185814275,0.6931471805599453,2.3978952727983707
13.0,0.999999995918,0.706122446097,4.42417061611,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.866192707873,0.0333335241613,0.0333338527591,0.0333337998694,0.0338061153368,0.557051282051,0.0711538461538,0.0284360189573,0.0165876777251,0.631578947368,0.368421052632,0.41875,0.1,0.8,-0.425,-0.8,-0.25,0.0,0.0,0.5,0.0,1500,6.0473721790462776,0.4446858203640098,1.791759469228055,1.0986122886681098,0.6931471805599453,0.0,1.9459101490553132
11.0,0.999999994286,0.651428567706,4.84146341463,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.244859616103,0.0224963206182,0.525309245597,0.185111531944,0.0222232857372,0.768253968254,-0.105158730159,0.0162601626016,0.0284552845528,0.363636363636,0.636363636364,0.283333333333,0.1,0.4,-0.386507936508,-1.0,-0.1,0.0,0.0,0.5,0.0,1800,5.5093883366279774,0.47153933315113067,1.791759469228055,1.791759469228055,2.6390573296152584,0.0,2.302585092994046
7.0,0.999999995475,0.674208141746,4.64305177112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0202817789174,0.0200251459158,0.0201652643694,0.0912879243708,0.848239886427,0.478272462831,0.157528011204,0.0517711171662,0.0108991825613,0.826086956522,0.173913043478,0.349085213033,0.1,1.0,-0.266666666667,-0.6,-0.1,0.0,0.0,0.5,0.0,947,5.908082938168931,0.4306462937825515,2.302585092994046,0.0,0.6931471805599453,0.0,2.3978952727983707
14.0,0.999999996825,0.647619045563,4.95057034221,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200005049347,0.0200003725001,0.790841738356,0.0200002416611,0.149157142548,0.392234848485,0.0622159090909,0.0342205323194,0.0171102661597,0.666666666667,0.333333333333,0.253604497354,0.0625,0.6,-0.185185185185,-0.291666666667,-0.1,0.0,0.0,0.5,0.0,3200,6.267200548541362,0.4067612839192354,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.6931471805599453,2.3978952727983707
13.0,0.99999999798,0.632323231046,4.60158311346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0500033352893,0.0522784907824,0.0501480656364,0.797570081527,0.0500000267644,0.435893476341,0.144896566949,0.0501319261214,0.0211081794195,0.703703703704,0.296296296296,0.389174356345,0.05,1.0,-0.320138888889,-0.75,-0.125,0.0,0.0,0.5,0.0,550,6.63200177739563,0.4158984070916645,3.044522437723423,1.791759469228055,2.4849066497880004,0.0,1.6094379124341003
6.0,0.999999993671,0.721518982775,4.70610687023,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.328605912423,0.0200042518725,0.0200971615809,0.0203369371851,0.610955736938,0.414727102962,0.0795815295815,0.030534351145,0.00763358778626,0.8,0.2,0.219805194805,0.1,0.4,-0.202777777778,-0.25,-0.155555555556,0.0,0.0,0.5,0.0,3700,5.572154032177765,0.45650294062257574,2.302585092994046,2.0794415416798357,0.6931471805599453,0.0,2.3978952727983707
7.0,0.999999998288,0.6455479441,4.51554126474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0222223484708,0.908718556228,0.0222222750699,0.0245624289654,0.022274391266,0.461138334747,0.080950893322,0.058949624866,0.032154340836,0.647058823529,0.352941176471,0.323475009839,0.05,1.0,-0.270740740741,-0.7,-0.1,0.25,0.125,0.25,0.125,787,6.839476438228843,0.38991606912410354,3.5263605246161616,3.4657359027997265,3.4339872044851463,0.0,2.302585092994046
14.0,0.999999998611,0.631944443567,4.62906888721,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.700278480455,0.19849058018,0.033333551987,0.0333335753553,0.0345638120225,0.488753115571,0.164256615744,0.0507191521575,0.0158970476911,0.761363636364,0.238636363636,0.377571234735,0.0333333333333,1.0,-0.210582010582,-0.9,-0.05,0.288888888889,-0.155555555556,0.211111111111,0.155555555556,2900,7.186901020411631,0.34358970416667267,2.8903717578961645,1.6094379124341003,1.3862943611198906,0.0,1.9459101490553132
16.0,0.999999989583,0.843749991211,4.52739726027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0250008044409,0.025392171355,0.0250428940988,0.899564078577,0.0250000515279,0.232407407407,0.0568287037037,0.0205479452055,0.027397260274,0.428571428571,0.571428571429,0.433333333333,0.15,0.75,-0.132638888889,-0.155555555556,-0.125,0.288888888889,-0.155555555556,0.211111111111,0.155555555556,1200,4.990432586778736,0.574489633702834,1.9459101490553132,1.791759469228055,0.0,1.0986122886681098,2.1972245773362196
10.0,0.999999993243,0.783783778488,4.72727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0289311048098,0.171294839862,0.31257223873,0.0294431626436,0.457758653955,0.529836829837,0.231439393939,0.0785123966942,0.00826446280992,0.904761904762,0.0952380952381,0.344338118022,0.0333333333333,0.6,-0.4375,-0.625,-0.25,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,1000,5.493061443340548,0.4783718773188876,1.6094379124341003,0.6931471805599453,1.0986122886681098,0.6931471805599453,2.0794415416798357
9.0,0.999999988372,0.7558139447,4.87943262411,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864719080444,0.0333518071424,0.0333701145965,0.0352251409434,0.0333338568733,0.291666666667,0.170833333333,0.0354609929078,0.0,1.0,0.0,0.239166666667,0.0333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,730,4.955827057601261,0.5050949462245056,1.791759469228055,1.6094379124341003,0.6931471805599453,0.0,1.9459101490553132
8.0,0.999999998282,0.721649483296,4.64956331878,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0500047245303,0.524923646362,0.32403998984,0.0510316070234,0.0500000322445,0.498681139122,0.13581057423,0.0414847161572,0.0152838427948,0.730769230769,0.269230769231,0.381077694236,0.1,0.8,-0.421130952381,-1.0,-0.1,0.0,0.0,0.5,0.0,854,6.821107472256465,0.43413300258397103,3.367295829986474,3.295836866004329,2.4849066497880004,0.0,1.6094379124341003
9.0,0.999999995575,0.668141589964,5.16759776536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0299186046103,0.0290094686312,0.0288173610751,0.693202472304,0.21905209338,0.358796791444,0.136330213904,0.0307262569832,0.00837988826816,0.785714285714,0.214285714286,0.239669421488,0.0333333333333,0.5,-0.133333333333,-0.3,-0.05,0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333,2400,5.883322388488279,0.4612187986125854,3.4339872044851463,1.0986122886681098,0.6931471805599453,0.0,2.0794415416798357
10.0,0.999999998523,0.602658787884,4.35933806147,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0250030374958,0.0250564428087,0.025014505909,0.0250022379119,0.899923775875,0.537102272727,0.175481686282,0.0630417651694,0.0204885736801,0.754716981132,0.245283018868,0.393312364719,0.0333333333333,1.0,-0.259294871795,-0.7,-0.1,0.0,0.0,0.5,0.0,2200,7.146772179452637,0.33006709039968757,2.772588722239781,2.70805020110221,0.6931471805599453,0.0,2.1972245773362196
13.0,0.999999995708,0.699570812448,4.45092838196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.170257224717,0.172966747194,0.028572527231,0.599631235959,0.0285722648993,0.537112698413,0.0406571428571,0.0291777188329,0.026525198939,0.52380952381,0.47619047619,0.349220779221,0.1,1.0,-0.368055555556,-0.7,-0.1,0.65625,-0.15625,0.15625,0.15625,1800,5.934894195619588,0.4451815183282239,2.833213344056216,1.3862943611198906,0.0,2.3978952727983707,2.0794415416798357
13.0,0.999999994845,0.773195872303,4.25201072386,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0250003850068,0.0252787479101,0.648326848006,0.0250001294561,0.276393889621,0.373914366883,0.0616274350649,0.0348525469169,0.0187667560322,0.65,0.35,0.286313686314,0.1,0.7,-0.235714285714,-0.4,-0.1,0.184848484848,0.0121212121212,0.315151515152,0.0121212121212,738,5.924255797414532,0.42767837058065855,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.0,2.1972245773362196
13.0,0.999999998607,0.633704734493,4.27046783626,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.590672802115,0.28930712181,0.0400065690469,0.0400088097137,0.0400046973137,0.483801600186,0.136209898732,0.0423976608187,0.0219298245614,0.659090909091,0.340909090909,0.375751791312,0.0333333333333,1.0,-0.197936507937,-0.6,-0.05,0.7,-0.183333333333,0.2,0.183333333333,907,7.221835825288449,0.3391240544558174,1.9459101490553132,0.6931471805599453,1.6094379124341003,0.0,1.791759469228055
8.0,0.999999981818,0.781818167603,4.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333334757787,0.678110574617,0.0333334049666,0.221889134953,0.0333334096843,0.583333333333,0.441666666667,0.114583333333,0.0,1.0,0.0,0.481818181818,0.1,0.8,0.0,0.0,0.0,0.5,0.25,0.0,0.25,5200,4.574710978503383,0.5355182320373377,1.6094379124341003,0.6931471805599453,0.0,0.0,1.9459101490553132
12.0,0.999999996988,0.722891564088,4.5823817292,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.700017659397,0.0333544956262,0.0334864193454,0.0333376362076,0.199803789424,0.529478114478,0.105547138047,0.0440456769984,0.021207177814,0.675,0.325,0.36310325477,0.1,0.733333333333,-0.350320512821,-1.0,-0.1,0.5,0.5,0.0,0.5,2000,6.419994928147142,0.4049121631129203,1.9459101490553132,1.6094379124341003,0.6931471805599453,0.6931471805599453,1.9459101490553132
10.0,0.999999989899,0.484848479951,5.8253968254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0400000263802,0.040163219716,0.0400000105925,0.839836659038,0.0400000842737,0.366666666667,0.116666666667,0.0238095238095,0.00793650793651,0.75,0.25,0.233333333333,0.1,0.4,-0.5,-0.5,-0.5,0.0,0.0,0.5,0.0,768,4.844187086458591,0.4291816319338137,3.044522437723423,1.0986122886681098,2.9444389791664403,0.0,1.791759469228055
12.0,0.999999997696,0.679723500738,4.83243243243,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339964314769,0.0333420990325,0.865024796426,0.03341921865,0.0342174544148,0.419379391101,0.0695355191257,0.0283783783784,0.0216216216216,0.567567567568,0.432432432432,0.463095238095,0.1,0.8,-0.281770833333,-0.666666666667,-0.05,0.5,0.5,0.0,0.5,1300,6.608000625296087,0.4082467506030079,1.6094379124341003,1.0986122886681098,0.6931471805599453,0.0,1.9459101490553132
